id,path
121,55 28 22 23
9855,69 45 10 10 10 10 11 35 36 39
1800,32 10 10 10 28 43 22 22 37 38
3320,16 58 21 22 22 22 22 22 37 38
7225,31 10 10 129 22 22 22 38
20431,119 179 22 171 164 22 29 71 72
10830,74 75 76 77 78 22 22 22 22 193
2227,8 14 18 19 56 21 22 155
4789,119 179 22 171 49
9470,74 75 76 77 78 22 22 22 22 190
16398,32 10 11 10 28 22 170 81
17317,32 10 11 10 28 22 171 49
6708,119 179 22 172 15
16587,69 45 10 17 10 10 28 43 81
13041,117 116 3 4 5 173 174 10 28 27
18364,62 10 10 162 163 81
196,34 54 3 26 19 56 19 48 49
7399,112 54 3 26 19 63 21 22 171 49
12265,32 33 10 10 10 10 10 28 27
7666,55 28 22 172 15
10727,16 17 10 10 10 10 10 28 108
19813,32 33 10 10 10 10 10 28 23
5156,32 10 28 43 22 22 43 41
2269,151 10 17 10 11 35 36 39
16781,34 10 17 10 11 35 36 39
5739,50 10 10 11 12 3 26 19 56 59
16480,102 103 45 10 17 10 28 188
2872,55 28 22 113
16957,73 28 22 21 22 22 155
10679,32 10 10 10 10 28 43 81
15517,102 103 45 10 17 10 28 186
2125,32 10 17 10 11 58 19 48 15
2900,55 28 22 123
5746,50 10 10 11 12 3 26 19 56 51
543,16 10 10 11 58 19 48 49
14594,31 10 10 40 22 171 164 22 29 67
1989,25 12 3 26 19 56 21 22 43 51
18884,200 10 28 22 22 29 71 72
136,8 14 18 19 56 21 22 68
7980,73 28 22 43 22 38
10030,34 135 19 48 18 19 56 21 22 68
21492,34 10 162 184 10 10 10 10 28 88
19845,32 10 17 10 28 22 120
5356,16 40 22 22 22 22 37 38
15669,32 10 17 10 11 116 3 13 14 15
8731,238 101 28 22 22 29 71 72
4880,176 10 28 22 22 29 71 72
7195,31 10 10 10 28 43 22 153 154 81
18401,73 28 22 21 22 22 190
20949,285 135 19 48 18 19 20 21 22 27
6479,32 33 10 17 10 11 58 41
14464,109 163 164 22 22 43 22 22 23
15583,102 103 45 10 17 10 28 155
5833,34 135 19 48 18 19 56 21 22 38
7900,102 103 45 10 10 162 163 164 22 190
19398,32 10 10 11 54 3 13 14 41
16906,32 10 10 11 116 3 26 19 56 59
1530,74 75 76 77 78 22 22 22 37 38
13866,24 25 12 3 26 19 63 21 22 120
18771,32 10 17 10 28 22 88
19097,32 10 10 11 116 3 26 19 56 51
2750,34 135 19 48 18 19 56 21 22 23
17142,157 10 10 11 135 19 48 49
5680,73 28 22 21 22 22 201
12956,24 25 12 3 26 19 63 21 22 114
2317,8 14 18 19 56 21 22 108
8146,32 10 28 43 22 22 43 51
6855,8 14 18 19 56 21 22 107
21516,99 185 10 28 22 22 113
8789,32 10 10 11 116 3 26 19 56 41
15127,32 10 10 40 22 171 164 22 38
7639,55 28 22 178
2252,9 10 28 43 22 22 22 22 29 67
17648,32 10 11 10 162 163 164 38
12173,122 10 28 22 153 81
12915,9 10 96 97 89 3 26 19 137 41
13837,32 10 17 10 28 22 186
2069,32 10 17 10 11 58 19 48 49
6161,32 10 17 10 28 22 188
928,32 10 10 11 54 3 13 14 15
11627,32 10 17 10 28 22 183
343,62 28 22 21 22 22 22 38
12656,8 14 18 19 63 36
19188,187 10 11 10 10 10 28 22 183
2636,32 10 17 10 28 22 43 41
21079,9 10 96 97 89 3 26 19 137 51
8160,84 10 40 22 37 38
16331,32 33 10 10 129 22 22 22 38
1324,122 185 10 10 162 184 85 27
2130,32 10 17 10 28 22 43 51
15104,9 10 10 11 10 10 10 40 81
7663,55 10 11 12 3 4 5 173 165 15
20787,73 28 22 43 22 120
158,8 14 18 19 56 21 22 23
11526,62 28 22 21 22 22 22 23
7986,16 116 3 13 124 125 126 128
11474,16 116 3 13 2 3 4 5 6 53
2555,73 28 22 43 22 113
1310,32 85 22 22 37 38
3386,122 10 17 10 149 185 10 162 163 81
5754,50 10 10 11 12 3 26 19 56 41
86,8 14 18 19 63 64
530,8 14 18 19 56 21 22 38
1689,32 10 28 22 29 71 72
1087,34 17 10 10 10 11 58 41
8491,16 17 10 11 10 28 27
13207,69 45 10 17 10 162 163 15
10393,34 135 19 48 18 19 56 21 22 208
5108,34 17 10 10 40 22 171 164 180 67
8239,24 25 12 3 13 14 41
1143,32 33 10 10 10 10 11 58 41
16475,109 17 10 10 10 10 11 35 36
11448,24 25 12 3 13 14 27
13376,84 28 22 43 22 171 164 22 22 38
4900,152 10 10 28 22 38
14644,42 28 22 22 21 22 22 22 37 38
16034,16 10 10 28 188
9982,16 10 10 28 186
13360,84 28 22 43 22 171 164 22 22 23
9201,73 28 22 21 22 22 41
2128,109 17 10 96 97 89 3 13 14 15
6887,73 28 22 21 22 22 38
10104,16 10 28 43 22 37 38
16739,32 33 10 28 43 22 170 161 38
4168,99 10 17 10 149 150 113
4420,187 28 22 23
19344,9 10 10 28 43 22 22 29 71 72
17658,32 10 28 43 22 171 164 22 113
13408,32 10 28 43 22 171 164 22 114
7987,152 10 11 12 3 13 124 125 126 88
6360,136 144 88
14772,73 28 22 21 22 22 53
19582,102 103 45 10 17 10 28 23
20206,73 28 22 21 22 22 51
21133,62 10 28 22 51
3548,187 28 22 38
16959,187 28 22 41
17205,16 17 10 11 58 19 20 36 39
2237,151 10 17 10 11 12 3 13 14 15
17246,187 28 22 51
19026,34 135 19 48 18 19 56 21 22 155
3712,32 10 10 111 81
3653,32 33 10 10 10 10 96 214 78 27
