NUM,CLASS_ID,EMBEDDING
019,C-000037,0.43690693378448486
414,C-001366,0.38186341524124146
387,C-001317,0.3827926814556122
012,C-000026,0.2241634726524353
032,C-000053,0.30560898780822754
045,C-000071,0.38212281465530396
175,C-000280,-0.5389293432235718
386,C-001315,-0.13193880021572113
027,C-000048,0.40368667244911194
356,C-001187,-0.3661072254180908
160,C-000255,0.44111496210098267
182,C-000291,-0.12389293313026428
342,C-001148,-0.16935265064239502
020,C-000038,0.5110647678375244
283,C-000887,-0.8661692142486572
366,C-001219,-0.19220033288002014
209,C-000394,-0.2377462536096573
155,C-000245,-0.18145860731601715
243,C-000549,-0.2730783522129059
288,C-000923,0.40643733739852905
373,C-001266,-0.2653452455997467
144,C-000226,-0.4591883420944214
233,C-000516,0.3593008518218994
277,C-000804,0.39925244450569153
320,C-001089,-0.9447051882743835
089,C-000144,-0.18276846408843994
278,C-000844,-0.30480676889419556
362,C-001207,0.4456401467323303
163,C-000260,0.4520765542984009
352,C-001176,-0.9463307857513428
338,C-001131,-0.11105571687221527
179,C-000285,0.35596567392349243
127,C-000208,-0.25822746753692627
117,C-000191,0.270630419254303
250,C-000576,-0.30503353476524353
410,C-001362,0.5053406953811646
336,C-001129,-0.9200640320777893
016,C-000034,-0.36309731006622314
195,C-000355,-0.0024709291756153107
158,C-000251,0.4139961898326874
146,C-000228,-0.2816886007785797
263,C-000716,-0.19674287736415863
033,C-000055,-0.22944572567939758
353,C-001179,0.40537208318710327
042,C-000067,-0.3541295528411865
348,C-001164,0.4327525198459625
279,C-000847,-0.7648137807846069
359,C-001195,-0.907829999923706
056,C-000088,0.33383554220199585
406,C-001357,0.46755245327949524
022,C-000041,-0.28460195660591125
108,C-000181,0.3178909420967102
166,C-000266,0.397527277469635
176,C-000282,-0.23723936080932617
210,C-000396,-0.28939348459243774
021,C-000039,0.4021204710006714
372,C-001260,-0.9525013566017151
296,C-000992,0.47945234179496765
200,C-000366,-0.3949297368526459
222,C-000449,0.43053966760635376
305,C-001036,-0.09794741868972778
145,C-000227,0.272343248128891
154,C-000244,-0.39675718545913696
129,C-000210,-0.2407243549823761
304,C-001033,-0.12124791741371155
064,C-000107,0.43406960368156433
398,C-001346,-0.21405576169490814
269,C-000744,0.24704252183437347
303,C-001030,0.3520088791847229
253,C-000595,-0.010793582536280155
092,C-000151,-0.3907139003276825
256,C-000638,-0.2701040804386139
311,C-001062,0.3856681287288666
239,C-000542,-0.29861825704574585
382,C-001298,0.2651975750923157
275,C-000783,-0.17714272439479828
060,C-000097,0.4071146249771118
083,C-000136,-0.4964269995689392
223,C-000458,0.5192837119102478
080,C-000133,-0.34861522912979126
365,C-001217,0.31529104709625244
131,C-000212,-0.3366369605064392
409,C-001360,0.47837862372398376
272,C-000750,-0.09347117692232132
308,C-001048,-0.1852324903011322
262,C-000683,0.39369580149650574
018,C-000036,-0.2137448638677597
380,C-001292,0.34436243772506714
050,C-000080,0.5022690296173096
101,C-000171,-0.21482610702514648
096,C-000157,-0.888004720211029
197,C-000361,0.2768855392932892
067,C-000111,0.4944237172603607
378,C-001278,-0.35915547609329224
204,C-000375,0.2516745626926422
357,C-001189,-0.3443879187107086
216,C-000414,0.39914610981941223
120,C-000196,-0.6062467694282532
298,C-000997,0.4189695715904236
217,C-000421,0.5620558857917786
097,C-000158,-0.5735535621643066
349,C-001169,-0.9123492240905762
213,C-000406,-0.19266772270202637
030,C-000051,0.3863961100578308
384,C-001312,0.5111015439033508
152,C-000236,-0.15215177834033966
420,C-001380,-0.32808977365493774
376,C-001272,-0.34335336089134216
148,C-000230,-0.1500340849161148
248,C-000568,-0.14705342054367065
343,C-001155,-0.974063515663147
025,C-000046,-0.37662211060523987
236,C-000531,0.10627628117799759
110,C-000183,-0.1352938860654831
059,C-000093,-0.014553574845194817
299,C-000999,-0.9273932576179504
220,C-000439,0.469547301530838
171,C-000273,-0.31533366441726685
208,C-000393,-0.017855769023299217
339,C-001141,0.3519924581050873
015,C-000030,-0.23611538112163544
061,C-000100,-0.8801690936088562
211,C-000401,-0.7619141340255737
203,C-000374,-0.364224910736084
381,C-001295,-0.3384794294834137
093,C-000152,-0.32365384697914124
367,C-001220,0.14825040102005005
230,C-000492,-0.12071147561073303
024,C-000044,-0.9552971720695496
052,C-000083,0.45656123757362366
172,C-000275,-0.7098858952522278
077,C-000126,-0.31528240442276
075,C-000123,-0.2956705689430237
228,C-000487,-0.10225316882133484
138,C-000220,-0.3613116145133972
292,C-000972,-0.19701550900936127
324,C-001100,-0.9506850242614746
202,C-000373,0.266744464635849
139,C-000221,-0.2671487033367157
044,C-000069,0.39373841881752014
069,C-000114,0.5149366855621338
307,C-001044,-0.7997332811355591
322,C-001096,-0.9725905656814575
400,C-001350,-0.21598081290721893
297,C-000994,-0.5892184972763062
237,C-000540,-0.06099870428442955
371,C-001241,0.33911868929862976
094,C-000154,-0.38891127705574036
215,C-000408,-0.6011026501655579
327,C-001103,0.30893847346305847
164,C-000262,-0.2584131062030792
415,C-001371,0.34072914719581604
085,C-000139,-0.5364192128181458
383,C-001301,0.33648237586021423
293,C-000978,0.4025631248950958
041,C-000066,0.24802465736865997
267,C-000741,-0.618297278881073
266,C-000736,0.38258159160614014
112,C-000186,-0.11833237111568451
009,C-000021,-0.5942143201828003
401,C-001352,0.47109195590019226
184,C-000300,-0.2508141100406647
261,C-000676,-0.27251923084259033
095,C-000156,-0.8531656265258789
302,C-001019,0.27332553267478943
370,C-001227,-0.17653749883174896
031,C-000052,-0.26799365878105164
244,C-000550,-0.19582781195640564
232,C-000505,0.11853931099176407
268,C-000742,-0.13322854042053223
416,C-001372,-0.11407586187124252
047,C-000075,0.24372559785842896
134,C-000215,0.30449140071868896
377,C-001277,-0.32198280096054077
312,C-001066,-0.2018018662929535
142,C-000224,-0.8056509494781494
039,C-000063,-0.1539723128080368
116,C-000190,-0.12406805902719498
259,C-000668,0.16287600994110107
273,C-000763,-0.31080126762390137
286,C-000913,0.28635483980178833
100,C-000167,-0.25414222478866577
317,C-001082,-0.9179035425186157
156,C-000246,-0.19745394587516785
321,C-001094,-0.9216872453689575
280,C-000851,-0.22501768171787262
066,C-000110,-0.18962368369102478
046,C-000074,-0.2684677839279175
143,C-000225,-0.45886412262916565
198,C-000363,-0.47530460357666016
364,C-001215,0.4329719543457031
413,C-001365,0.580490231513977
318,C-001083,-0.9157819747924805
399,C-001349,0.5524652004241943
076,C-000125,-0.42775195837020874
240,C-000544,-0.8647709488868713
264,C-000720,0.5236421823501587
334,C-001126,-0.42706501483917236
385,C-001314,-0.3356248736381531
114,C-000188,-0.44295161962509155
245,C-000552,-0.507387638092041
225,C-000461,-0.12115135788917542
246,C-000556,-0.5991307497024536
004,C-000011,-0.214645117521286
128,C-000209,-0.13903161883354187
212,C-000403,0.2885184586048126
188,C-000308,0.2863321900367737
037,C-000061,0.268973171710968
287,C-000918,0.32506853342056274
099,C-000165,-0.3647983968257904
274,C-000773,-0.40739473700523376
226,C-000462,-0.23737740516662598
231,C-000495,-0.1253000795841217
271,C-000746,0.34526580572128296
165,C-000263,0.48850223422050476
252,C-000592,0.4513844847679138
329,C-001106,-0.1714821606874466
403,C-001354,-0.4813401997089386
051,C-000082,0.46405863761901855
088,C-000142,-0.9390288591384888
153,C-000241,-0.05013377219438553
174,C-000279,-0.6104273200035095
397,C-001341,0.4993220269680023
098,C-000161,-0.3234560489654541
361,C-001203,-0.38903987407684326
255,C-000636,-0.40015271306037903
091,C-000150,-0.3377864956855774
333,C-001125,-0.15753117203712463
405,C-001356,0.44720205664634705
109,C-000182,-0.3012807369232178
135,C-000217,-0.41226059198379517
418,C-001374,0.4893099367618561
221,C-000441,-0.9447415471076965
345,C-001157,-0.9582208395004272
392,C-001327,0.32597625255584717
323,C-001098,-0.9690792560577393
161,C-000257,0.3234274983406067
315,C-001078,-0.9703709483146667
214,C-000407,-0.4392143189907074
169,C-000270,-0.9224656820297241
301,C-001012,0.24121789634227753
282,C-000862,-0.5090231895446777
180,C-000286,-0.21487268805503845
218,C-000432,0.22018828988075256
026,C-000047,-0.9583255052566528
023,C-000043,-0.08275408297777176
276,C-000793,0.39168718457221985
199,C-000364,0.2578620910644531
028,C-000049,0.22582778334617615
072,C-000119,-0.16934585571289062
150,C-000233,0.03523346409201622
314,C-001069,-0.9005569219589233
207,C-000388,-0.6675836443901062
347,C-001163,-0.9428272247314453
241,C-000545,-0.016934506595134735
242,C-000548,0.1478709876537323
008,C-000019,0.02259277179837227
123,C-000199,0.08546262979507446
346,C-001162,0.07217217236757278
351,C-001174,-0.40336811542510986
082,C-000135,-0.05093739926815033
350,C-001172,-0.8916733264923096
070,C-000117,0.3069472908973694
105,C-000178,-0.3507685661315918
002,C-000008,-0.3464721143245697
173,C-000276,-0.5547035336494446
375,C-001270,0.06312154233455658
168,C-000269,-0.19215238094329834
040,C-000065,0.2765613794326782
170,C-000271,-0.3109695613384247
407,C-001358,0.12439128756523132
167,C-000268,-0.8243773579597473
118,C-000192,0.08804916590452194
190,C-000323,-0.20665189623832703
341,C-001145,-0.0315505675971508
290,C-000964,0.015149855986237526
390,C-001321,0.1565907597541809
125,C-000203,-0.13104955852031708
402,C-001353,-0.2757251262664795
358,C-001191,0.11943555623292923
162,C-000259,-0.05144612491130829
157,C-000248,0.10773400217294693
073,C-000120,-0.173429474234581
038,C-000062,0.24583901464939117
379,C-001281,-0.458957701921463
113,C-000187,-0.29225650429725647
369,C-001224,0.09153240919113159
178,C-000284,-0.08336805552244186
013,C-000028,-0.14518103003501892
124,C-000200,-0.3555768132209778
206,C-000385,-0.788864254951477
331,C-001117,0.0568682923913002
235,C-000523,-0.6023091077804565
084,C-000138,0.06739544868469238
029,C-000050,-0.4487053453922272
062,C-000101,0.10610011219978333
313,C-001068,-0.7905648350715637
325,C-001101,0.1001129299402237
014,C-000029,-0.46208369731903076
068,C-000112,0.16959482431411743
316,C-001079,-0.9461499452590942
003,C-000009,-0.24663318693637848
419,C-001376,0.07614311575889587
057,C-000090,0.07700426876544952
058,C-000092,0.16649170219898224
391,C-001323,0.24579215049743652
224,C-000460,-0.04504973813891411
126,C-000207,0.03385373204946518
079,C-000132,-0.40393418073654175
132,C-000213,0.05813094228506088
111,C-000184,-0.12192663550376892
087,C-000141,-0.36732181906700134
249,C-000570,0.13846752047538757
411,C-001363,0.0849737897515297
053,C-000084,-0.017792973667383194
335,C-001128,-0.06357749551534653
149,C-000231,-0.14439551532268524
194,C-000351,-0.3314175307750702
238,C-000541,-0.09227731823921204
192,C-000341,-0.09163764119148254
063,C-000106,-0.5832815170288086
055,C-000087,0.09643169492483139
328,C-001104,-0.19403915107250214
337,C-001130,-0.2670591473579407
285,C-000911,0.04895441234111786
229,C-000489,-0.04273609071969986
102,C-000172,0.09243430197238922
103,C-000173,-0.1704307496547699
219,C-000435,0.09841776639223099
104,C-000175,-0.2210177481174469
006,C-000013,-0.8234884738922119
326,C-001102,0.13387927412986755
